entry_label,selector,frame,state0,state2,state4,round_byte,segment,sprite_ctrl,renderer_mode,block,actor_index,actor_address,active,actor_class,actor_flags2,actor_flags3,actor_state,record_selector,animation,world_x,world_y,base_code,flip,actor_attr,compositor_family,owned_record_start,owned_record_count,piece_records
round4_phase1,0xFC,2670,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDF,0x00,0x00,0x02,0x00,0x00,0x013E,0x0123,0x03B3,0x00,0x48,0x00,210,10,210:4048:0106:03D6:013D|211:4048:0106:03D7:012D|212:4048:0116:03D8:013D|213:4048:0116:03D9:012D|214:4048:0116:03DF:0135|215:4048:0126:03E0:013D|216:4048:0126:03E1:012D
round4_phase1,0xFC,2670,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x62,0x00,0x00,0x02,0x00,0x00,0x013E,0x0123,0x02E8,0x00,0x4A,0x00,220,19,
round4_phase1,0xFC,2672,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDF,0x00,0x00,0x02,0x00,0x00,0x013C,0x011D,0x03B3,0x00,0x48,0x00,210,10,210:4048:0100:03D6:013B|211:4048:0100:03D7:012B|212:4048:0110:03D8:013B|213:4048:0110:03D9:012B|214:4048:0110:03DF:0133|215:4048:0120:03E0:013B|216:4048:0120:03E1:012B
round4_phase1,0xFC,2672,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x62,0x00,0x00,0x02,0x00,0x00,0x013C,0x011D,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0120:02F8:0138|221:404A:0110:02F7:0138|222:404A:010D:02EC:0134|223:404A:00FD:02E9:0134|224:404A:010D:02EB:0144|225:404A:00FD:02E8:0144|226:404A:010D:02ED:0124|227:404A:00FD:02EA:0124
round4_phase1,0xFC,2674,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDF,0x00,0x00,0x02,0x00,0x00,0x013A,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00FA:03D6:0139|211:4048:00FA:03D7:0129|212:4048:010A:03D8:0139|213:4048:010A:03D9:0129|214:4048:010A:03DF:0131|215:4048:011A:03E0:0139|216:4048:011A:03E1:0129
round4_phase1,0xFC,2674,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x62,0x00,0x00,0x02,0x00,0x00,0x013A,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:011A:02F8:0136|221:404A:010A:02F7:0136|222:404A:0107:02EC:0132|223:404A:00F7:02E9:0132|224:404A:0107:02EB:0142|225:404A:00F7:02E8:0142|226:404A:0107:02ED:0122|227:404A:00F7:02EA:0122
round4_phase1,0xFC,2676,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xE0,0x00,0x00,0x02,0x00,0x00,0x0138,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00FA:03D6:0137|211:4048:00FA:03D7:0127|212:4048:010A:03D8:0137|213:4048:010A:03D9:0127|214:4048:010A:03E2:012F|215:4048:011A:03E3:012E
round4_phase1,0xFC,2676,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x0138,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:0130|221:404A:0109:02F4:0130|222:404A:0119:02F5:0140|223:404A:0106:02EC:0130|224:404A:00F6:02E9:0130|225:404A:0106:02EB:0140|226:404A:00F6:02E8:0140|227:404A:0106:02ED:0120|228:404A:00F6:02EA:0120
round4_phase1,0xFC,2678,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x0138,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:012E|221:404A:0109:02F4:012E|222:404A:0119:02F5:013E|223:404A:0106:02EC:012E|224:404A:00F6:02E9:012E|225:404A:0106:02EB:013E|226:404A:00F6:02E8:013E|227:404A:0106:02ED:011E|228:404A:00F6:02EA:011E
round4_phase1,0xFC,2680,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xE0,0x00,0x00,0x02,0x00,0x00,0x0134,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00FA:03D6:0135|211:4048:00FA:03D7:0125|212:4048:010A:03D8:0135|213:4048:010A:03D9:0125|214:4048:010A:03E2:012D|215:4048:011A:03E3:012C
round4_phase1,0xFC,2680,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x0136,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:012C|221:404A:0109:02F4:012C|222:404A:0119:02F5:013C|223:404A:0106:02EC:012C|224:404A:00F6:02E9:012C|225:404A:0106:02EB:013C|226:404A:00F6:02E8:013C|227:404A:0106:02ED:011C|228:404A:00F6:02EA:011C
round4_phase1,0xFC,2682,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xE0,0x00,0x00,0x02,0x00,0x00,0x0132,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00FA:03D6:0133|211:4048:00FA:03D7:0123|212:4048:010A:03D8:0133|213:4048:010A:03D9:0123|214:4048:010A:03E2:012B|215:4048:011A:03E3:012A
round4_phase1,0xFC,2682,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x0134,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:012A|221:404A:0109:02F4:012A|222:404A:0119:02F5:013A|223:404A:0106:02EC:012A|224:404A:00F6:02E9:012A|225:404A:0106:02EB:013A|226:404A:00F6:02E8:013A|227:404A:0106:02ED:011A|228:404A:00F6:02EA:011A
round4_phase1,0xFC,2684,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDD,0x00,0x00,0x02,0x00,0x00,0x0130,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00F9:03D6:0131|211:4048:00F9:03D7:0121|212:4048:0109:03D8:0131|213:4048:0109:03D9:0121|214:4048:0109:03DA:0129|215:4048:0119:03DB:0131|216:4048:0119:03DC:0121
round4_phase1,0xFC,2684,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x60,0x00,0x00,0x02,0x00,0x00,0x0132,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F3:012F|221:404A:0109:02F2:012F|222:404A:0106:02EC:0128|223:404A:00F6:02E9:0128|224:404A:0106:02EB:0138|225:404A:00F6:02E8:0138|226:404A:0106:02ED:0118|227:404A:00F6:02EA:0118
round4_phase1,0xFC,2686,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDD,0x00,0x00,0x02,0x00,0x00,0x0130,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00F9:03D6:012F|211:4048:00F9:03D7:011F|212:4048:0109:03D8:012F|213:4048:0109:03D9:011F|214:4048:0109:03DA:0127|215:4048:0119:03DB:012F|216:4048:0119:03DC:011F
round4_phase1,0xFC,2686,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x60,0x00,0x00,0x02,0x00,0x00,0x0130,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F3:012D|221:404A:0109:02F2:012D|222:404A:0106:02EC:0126|223:404A:00F6:02E9:0126|224:404A:0106:02EB:0136|225:404A:00F6:02E8:0136|226:404A:0106:02ED:0116|227:404A:00F6:02EA:0116
round4_phase1,0xFC,2688,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDD,0x00,0x00,0x02,0x00,0x00,0x012E,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00F9:03D6:012D|211:4048:00F9:03D7:011D|212:4048:0109:03D8:012D|213:4048:0109:03D9:011D|214:4048:0109:03DA:0125|215:4048:0119:03DB:012D|216:4048:0119:03DC:011D
round4_phase1,0xFC,2690,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDD,0x00,0x00,0x02,0x00,0x00,0x012C,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00F9:03D6:012B|211:4048:00F9:03D7:011B|212:4048:0109:03D8:012B|213:4048:0109:03D9:011B|214:4048:0109:03DA:0123|215:4048:0119:03DB:012B|216:4048:0119:03DC:011B
round4_phase1,0xFC,2690,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x60,0x00,0x00,0x02,0x00,0x00,0x012C,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F3:012B|221:404A:0109:02F2:012B|222:404A:0106:02EC:0124|223:404A:00F6:02E9:0124|224:404A:0106:02EB:0134|225:404A:00F6:02E8:0134|226:404A:0106:02ED:0114|227:404A:00F6:02EA:0114
round4_phase1,0xFC,2692,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDE,0x00,0x00,0x02,0x00,0x00,0x012A,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00FA:03D6:0129|211:4048:00FA:03D7:0119|212:4048:010A:03D8:0129|213:4048:010A:03D9:0119|214:4048:010A:03DD:0121|215:4048:011A:03DE:0121
round4_phase1,0xFC,2692,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x012A,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:0122|221:404A:0109:02F4:0122|222:404A:0119:02F5:0132|223:404A:0106:02EC:0122|224:404A:00F6:02E9:0122|225:404A:0106:02EB:0132|226:404A:00F6:02E8:0132|227:404A:0106:02ED:0112|228:404A:00F6:02EA:0112
round4_phase1,0xFC,2694,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDE,0x00,0x00,0x02,0x00,0x00,0x0128,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:4048:00FA:03D6:0127|211:4048:00FA:03D7:0117|212:4048:010A:03D8:0127|213:4048:010A:03D9:0117|214:4048:010A:03DD:011F|215:4048:011A:03DE:011F
round4_phase1,0xFC,2694,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x0128,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:0120|221:404A:0109:02F4:0120|222:404A:0119:02F5:0130|223:404A:0106:02EC:0120|224:404A:00F6:02E9:0120|225:404A:0106:02EB:0130|226:404A:00F6:02E8:0130|227:404A:0106:02ED:0110|228:404A:00F6:02EA:0110
round4_phase1,0xFC,2696,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x00,0x00,0x02,0x00,0x00,0x0128,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:404A:0119:02F6:011E|221:404A:0109:02F4:011E|222:404A:0119:02F5:012E|223:404A:0106:02EC:011E|224:404A:00F6:02E9:011E|225:404A:0106:02EB:012E|226:404A:00F6:02E8:012E|227:404A:0106:02ED:010E|228:404A:00F6:02EA:010E
round4_phase1,0xFC,2698,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDE,0x01,0x00,0x01,0x00,0x00,0x012C,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:0048:00FA:03D6:011A|211:0048:00FA:03D7:012A|212:0048:010A:03D8:011A|213:0048:010A:03D9:012A|214:0048:010A:03DD:0122|215:0048:011A:03DE:0122
round4_phase1,0xFC,2698,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x61,0x01,0x00,0x01,0x00,0x00,0x012A,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:004A:0119:02F6:0123|221:004A:0109:02F4:0123|222:004A:0119:02F5:0113|223:004A:0106:02EC:0123|224:004A:00F6:02E9:0123|225:004A:0106:02EB:0113|226:004A:00F6:02E8:0113|227:004A:0106:02ED:0133|228:004A:00F6:02EA:0133
round4_phase1,0xFC,2700,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDF,0x01,0x00,0x01,0x00,0x00,0x012E,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:0048:00F9:03D6:011C|211:0048:00F9:03D7:012C|212:0048:0109:03D8:011C|213:0048:0109:03D9:012C|214:0048:0109:03DF:0124|215:0048:0119:03E0:011C|216:0048:0119:03E1:012C
round4_phase1,0xFC,2700,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0x62,0x01,0x00,0x01,0x00,0x00,0x012C,0x0119,0x02E8,0x00,0x4A,0x00,220,19,220:004A:0119:02F8:0121|221:004A:0109:02F7:0121|222:004A:0106:02EC:0125|223:004A:00F6:02E9:0125|224:004A:0106:02EB:0115|225:004A:00F6:02E8:0115|226:004A:0106:02ED:0135|227:004A:00F6:02EA:0135
round4_phase1,0xFC,2702,0x0002,0x0003,0x0000,0x01,0x0046,0x0000,0x0000,actor_2c8,7,0x10C488,0x01,0xDF,0x01,0x00,0x01,0x00,0x00,0x0130,0x0119,0x03B3,0x00,0x48,0x00,210,10,210:0048:00F9:03D6:011E|211:0048:00F9:03D7:012E|212:0048:0109:03D8:011E|213:0048:0109:03D9:012E|214:0048:0109:03DF:0126|215:0048:0119:03E0:011E|216:0048:0119:03E1:012E
