entry_label,selector,frame,state0,state2,state4,round_byte,segment,sprite_ctrl,renderer_mode,block,actor_index,actor_address,active,actor_class,actor_flags2,actor_flags3,actor_state,record_selector,animation,world_x,world_y,base_code,flip,actor_attr,compositor_family,owned_record_start,owned_record_count,piece_records
round3_phase1,0xFD,2652,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x013E,0x02D1,0x0420,0x00,0x47,0x00,220,19,
round3_phase1,0xFD,2654,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x013C,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:013D|221:4047:02B0:0421:012D|222:4047:02C0:0422:013D|223:4047:02C0:0423:012D|224:4047:02C1:0424:0135|225:4047:02D1:0425:013D|226:4047:02D1:0426:012D
round3_phase1,0xFD,2656,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x013A,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:013B|221:4047:02B0:0421:012B|222:4047:02C0:0422:013B|223:4047:02C0:0423:012B|224:4047:02C1:0424:0133|225:4047:02D1:0425:013B|226:4047:02D1:0426:012B
round3_phase1,0xFD,2658,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x0138,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:0139|221:4047:02B0:0421:0129|222:4047:02C0:0422:0139|223:4047:02C0:0423:0129|224:4047:02C1:0424:0131|225:4047:02D1:0425:0139|226:4047:02D1:0426:0129
round3_phase1,0xFD,2660,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCA,0x00,0x00,0x02,0x00,0x00,0x0138,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0137|221:4047:02B1:0421:0127|222:4047:02C1:0422:0137|223:4047:02C1:0423:0127|224:4047:02C2:0427:012F|225:4047:02D2:0428:012F
round3_phase1,0xFD,2662,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCA,0x00,0x00,0x02,0x00,0x00,0x0136,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0135|221:4047:02B1:0421:0125|222:4047:02C1:0422:0135|223:4047:02C1:0423:0125|224:4047:02C2:0427:012D|225:4047:02D2:0428:012D
round3_phase1,0xFD,2664,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCA,0x00,0x00,0x02,0x00,0x00,0x0134,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0133|221:4047:02B1:0421:0123|222:4047:02C1:0422:0133|223:4047:02C1:0423:0123|224:4047:02C2:0427:012B|225:4047:02D2:0428:012B
round3_phase1,0xFD,2666,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCA,0x00,0x00,0x02,0x00,0x00,0x0132,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0131|221:4047:02B1:0421:0121|222:4047:02C1:0422:0131|223:4047:02C1:0423:0121|224:4047:02C2:0427:0129|225:4047:02D2:0428:0129
round3_phase1,0xFD,2668,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCB,0x00,0x00,0x02,0x00,0x00,0x0130,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:012F|221:4047:02B0:0421:011F|222:4047:02C0:0422:012F|223:4047:02C0:0423:011F|224:4047:02C1:0429:0127|225:4047:02D1:042A:0127
round3_phase1,0xFD,2672,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCB,0x00,0x00,0x02,0x00,0x00,0x012C,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:012D|221:4047:02B0:0421:011D|222:4047:02C0:0422:012D|223:4047:02C0:0423:011D|224:4047:02C1:0429:0125|225:4047:02D1:042A:0125
round3_phase1,0xFD,2674,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCB,0x00,0x00,0x02,0x00,0x00,0x012A,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:012B|221:4047:02B0:0421:011B|222:4047:02C0:0422:012B|223:4047:02C0:0423:011B|224:4047:02C1:0429:0123|225:4047:02D1:042A:0123
round3_phase1,0xFD,2676,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCC,0x00,0x00,0x02,0x00,0x00,0x0128,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0129|221:4047:02B1:0421:0119|222:4047:02C1:0422:0129|223:4047:02C1:0423:0119|224:4047:02C2:0427:0121|225:4047:02D2:0428:0121
round3_phase1,0xFD,2678,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCC,0x00,0x00,0x02,0x00,0x00,0x0128,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0127|221:4047:02B1:0421:0117|222:4047:02C1:0422:0127|223:4047:02C1:0423:0117|224:4047:02C2:0427:011F|225:4047:02D2:0428:011F
round3_phase1,0xFD,2680,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCC,0x00,0x00,0x02,0x00,0x00,0x0126,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0125|221:4047:02B1:0421:0115|222:4047:02C1:0422:0125|223:4047:02C1:0423:0115|224:4047:02C2:0427:011D|225:4047:02D2:0428:011D
round3_phase1,0xFD,2682,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCC,0x00,0x00,0x02,0x00,0x00,0x0124,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0123|221:4047:02B1:0421:0113|222:4047:02C1:0422:0123|223:4047:02C1:0423:0113|224:4047:02C2:0427:011B|225:4047:02D2:0428:011B
round3_phase1,0xFD,2684,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x0122,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:0121|221:4047:02B0:0421:0111|222:4047:02C0:0422:0121|223:4047:02C0:0423:0111|224:4047:02C1:0424:0119|225:4047:02D1:0425:0121|226:4047:02D1:0426:0111
round3_phase1,0xFD,2686,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x0120,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:011F|221:4047:02B0:0421:010F|222:4047:02C0:0422:011F|223:4047:02C0:0423:010F|224:4047:02C1:0424:0117|225:4047:02D1:0425:011F|226:4047:02D1:0426:010F
round3_phase1,0xFD,2690,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xC9,0x00,0x00,0x02,0x00,0x00,0x011C,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B0:0420:011D|221:4047:02B0:0421:010D|222:4047:02C0:0422:011D|223:4047:02C0:0423:010D|224:4047:02C1:0424:0115|225:4047:02D1:0425:011D|226:4047:02D1:0426:010D
round3_phase1,0xFD,2692,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCA,0x00,0x00,0x02,0x00,0x00,0x011A,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:011B|221:4047:02B1:0421:010B|222:4047:02C1:0422:011B|223:4047:02C1:0423:010B|224:4047:02C2:0427:0113|225:4047:02D2:0428:0113
round3_phase1,0xFD,2694,0x0002,0x0003,0x0000,0x01,0x002F,0x0000,0x0000,actor_2c8,8,0x10C4C8,0x01,0xCA,0x00,0x00,0x02,0x00,0x00,0x0118,0x02D1,0x0420,0x00,0x47,0x00,220,19,220:4047:02B1:0420:0119|221:4047:02B1:0421:0109|222:4047:02C1:0422:0119|223:4047:02C1:0423:0109|224:4047:02C2:0427:0111|225:4047:02D2:0428:0111
